reference	n	word	normalized	lemma	part_of_speech	parse
Acts 13:23	4	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:23	5	τοῦ	τοῦ	ὁ	RA	----GSN-
Acts 13:23	6	σπέρματος	σπέρματος	σπέρμα	N-	----GSN-
Acts 13:23	7	κατ’	κατά	κατά	P-	--------
Acts 13:23	8	ἐπαγγελίαν	ἐπαγγελίαν	ἐπαγγελία	N-	----ASF-
Acts 13:23	9	ἤγαγεν	ἤγαγε(ν)	ἄγω	V-	3AAI-S--
Acts 13:23	10	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:23	11	Ἰσραὴλ	Ἰσραήλ	Ἰσραήλ	N-	----DSM-
Acts 13:23	12	σωτῆρα	σωτῆρα	σωτήρ	N-	----ASM-
Acts 13:23	13	Ἰησοῦν	Ἰησοῦν	Ἰησοῦς	N-	----ASM-
Acts 13:24	1	προκηρύξαντος	προκηρύξαντος	προκηρύσσω	V-	-AAPGSM-
Acts 13:24	2	Ἰωάννου	Ἰωάννου	Ἰωάννης	N-	----GSM-
Acts 13:24	3	πρὸ	πρό	πρό	P-	--------
Acts 13:24	4	προσώπου	προσώπου	πρόσωπον	N-	----GSN-
Acts 13:24	5	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:24	6	εἰσόδου	εἰσόδου	εἴσοδος	N-	----GSF-
Acts 13:24	7	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Acts 13:24	8	βάπτισμα	βάπτισμα	βάπτισμα	N-	----ASN-
Acts 13:24	9	μετανοίας	μετανοίας	μετάνοια	N-	----GSF-
Acts 13:24	10	παντὶ	παντί	πᾶς	A-	----DSM-
Acts 13:24	11	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:24	12	λαῷ	λαῷ	λαός	N-	----DSM-
Acts 13:24	13	Ἰσραήλ	Ἰσραήλ	Ἰσραήλ	N-	----GSM-
Acts 13:25	1	ὡς	ὡς	ὡς	C-	--------
Acts 13:25	2	δὲ	δέ	δέ	C-	--------
Acts 13:25	3	ἐπλήρου	ἐπλήρου	πληρόω	V-	3IAI-S--
Acts 13:25	4	Ἰωάννης	Ἰωάννης	Ἰωάννης	N-	----NSM-
Acts 13:25	5	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:25	6	δρόμον	δρόμον	δρόμος	N-	----ASM-
Acts 13:25	7	ἔλεγεν	ἔλεγε(ν)	λέγω	V-	3IAI-S--
Acts 13:25	8	Τί	τί	τίς	RI	----ASN-
Acts 13:25	9	ἐμὲ	ἐμέ	ἐγώ	RP	----AS--
Acts 13:25	10	ὑπονοεῖτε	ὑπονοεῖτε	ὑπονοέω	V-	2PAI-P--
Acts 13:25	11	εἶναι	εἶναι	εἰμί	V-	-PAN----
Acts 13:25	12	οὐκ	οὐ	οὐ	D-	--------
Acts 13:25	13	εἰμὶ	εἰμί	εἰμί	V-	1PAI-S--
Acts 13:25	14	ἐγώ	ἐγώ	ἐγώ	RP	----NS--
Acts 13:25	15	ἀλλ’	ἀλλά	ἀλλά	C-	--------
Acts 13:25	16	ἰδοὺ	ἰδού	ἰδού	X-	--------
Acts 13:25	17	ἔρχεται	ἔρχεται	ἔρχομαι	V-	3PMI-S--
Acts 13:25	18	μετ’	μετά	μετά	P-	--------
Acts 13:25	19	ἐμὲ	ἐμέ	ἐγώ	RP	----AS--
Acts 13:25	20	οὗ	οὗ	ὅς	RR	----GSM-
Acts 13:25	21	οὐκ	οὐ	οὐ	D-	--------
Acts 13:25	22	εἰμὶ	εἰμί	εἰμί	V-	1PAI-S--
Acts 13:25	23	ἄξιος	ἄξιος	ἄξιος	A-	----NSM-
Acts 13:25	24	τὸ	τό	ὁ	RA	----ASN-
Acts 13:25	25	ὑπόδημα	ὑπόδημα	ὑπόδημα	N-	----ASN-
Acts 13:25	26	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:25	27	ποδῶν	ποδῶν	πούς	N-	----GPM-
Acts 13:25	28	λῦσαι	λῦσαι	λύω	V-	-AAN----
Acts 13:26	1	Ἄνδρες	ἄνδρες	ἀνήρ	N-	----VPM-
Acts 13:26	2	ἀδελφοί	ἀδελφοί	ἀδελφός	N-	----VPM-
Acts 13:26	3	υἱοὶ	υἱοί	υἱός	N-	----VPM-
Acts 13:26	4	γένους	γένους	γένος	N-	----GSN-
Acts 13:26	5	Ἀβραὰμ	Ἀβραάμ	Ἀβραάμ	N-	----GSM-
Acts 13:26	6	καὶ	καί	καί	C-	--------
Acts 13:26	7	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:26	8	ἐν	ἐν	ἐν	P-	--------
Acts 13:26	9	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:26	10	φοβούμενοι	φοβούμενοι	φοβέομαι	V-	-PMPNPM-
Acts 13:26	11	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:26	12	θεόν	θεόν	θεός	N-	----ASM-
Acts 13:26	13	ἡμῖν	ἡμῖν	ἐγώ	RP	----DP--
Acts 13:26	14	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:26	15	λόγος	λόγος	λόγος	N-	----NSM-
Acts 13:26	16	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:26	17	σωτηρίας	σωτηρίας	σωτηρία	N-	----GSF-
Acts 13:26	18	ταύτης	ταύτης	οὗτος	RD	----GSF-
Acts 13:26	19	ἐξαπεστάλη	ἐξαπεστάλη	ἐξαποστέλλω	V-	3API-S--
Acts 13:27	1	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:27	2	γὰρ	γάρ	γάρ	C-	--------
Acts 13:27	3	κατοικοῦντες	κατοικοῦντες	κατοικέω	V-	-PAPNPM-
Acts 13:27	4	ἐν	ἐν	ἐν	P-	--------
Acts 13:27	5	Ἰερουσαλὴμ	Ἰερουσαλήμ	Ἰερουσαλήμ	N-	----DSF-
Acts 13:27	6	καὶ	καί	καί	C-	--------
Acts 13:27	7	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:27	8	ἄρχοντες	ἄρχοντες	ἄρχων	N-	----NPM-
Acts 13:27	9	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Acts 13:27	10	τοῦτον	τοῦτον	οὗτος	RD	----ASM-
Acts 13:27	11	ἀγνοήσαντες	ἀγνοήσαντες	ἀγνοέω	V-	-AAPNPM-
Acts 13:27	12	καὶ	καί	καί	C-	--------
Acts 13:27	13	τὰς	τάς	ὁ	RA	----APF-
Acts 13:27	14	φωνὰς	φωνάς	φωνή	N-	----APF-
Acts 13:27	15	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:27	16	προφητῶν	προφητῶν	προφήτης	N-	----GPM-
Acts 13:27	17	τὰς	τάς	ὁ	RA	----APF-
Acts 13:27	18	κατὰ	κατά	κατά	P-	--------
Acts 13:27	19	πᾶν	πᾶν	πᾶς	A-	----ASN-
Acts 13:27	20	σάββατον	σάββατον	σάββατον	N-	----ASN-
Acts 13:27	21	ἀναγινωσκομένας	ἀναγινωσκομένας	ἀναγινώσκω	V-	-PPPAPF-
Acts 13:27	22	κρίναντες	κρίναντες	κρίνω	V-	-AAPNPM-
Acts 13:27	23	ἐπλήρωσαν	ἐπλήρωσαν	πληρόω	V-	3AAI-P--
Acts 13:28	1	καὶ	καί	καί	C-	--------
Acts 13:28	2	μηδεμίαν	μηδεμίαν	μηδείς	A-	----ASF-
Acts 13:28	3	αἰτίαν	αἰτίαν	αἰτία	N-	----ASF-
Acts 13:28	4	θανάτου	θανάτου	θάνατος	N-	----GSM-
Acts 13:28	5	εὑρόντες	εὑρόντες	εὑρίσκω	V-	-AAPNPM-
Acts 13:28	6	ᾐτήσαντο	ᾐτήσαντο	αἰτέω	V-	3AMI-P--
Acts 13:28	7	Πιλᾶτον	Πιλᾶτον	Πιλᾶτος	N-	----ASM-
Acts 13:28	8	ἀναιρεθῆναι	ἀναιρεθῆναι	ἀναιρέω	V-	-APN----
Acts 13:28	9	αὐτόν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:29	1	ὡς	ὡς	ὡς	C-	--------
Acts 13:29	2	δὲ	δέ	δέ	C-	--------
Acts 13:29	3	ἐτέλεσαν	ἐτέλεσαν	τελέω	V-	3AAI-P--
Acts 13:29	4	πάντα	πάντα	πᾶς	A-	----APN-
Acts 13:29	5	τὰ	τά	ὁ	RA	----APN-
Acts 13:29	6	περὶ	περί	περί	P-	--------
Acts 13:29	7	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Acts 13:29	8	γεγραμμένα	γεγραμμένα	γράφω	V-	-XPPAPN-
Acts 13:29	9	καθελόντες	καθελόντες	καθαιρέω	V-	-AAPNPM-
Acts 13:29	10	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:29	11	τοῦ	τοῦ	ὁ	RA	----GSN-
Acts 13:29	12	ξύλου	ξύλου	ξύλον	N-	----GSN-
Acts 13:29	13	ἔθηκαν	ἔθηκαν	τίθημι	V-	3AAI-P--
Acts 13:29	14	εἰς	εἰς	εἰς	P-	--------
Acts 13:29	15	μνημεῖον	μνημεῖον	μνημεῖον	N-	----ASN-
Acts 13:30	1	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:30	2	δὲ	δέ	δέ	C-	--------
Acts 13:30	3	θεὸς	θεός	θεός	N-	----NSM-
Acts 13:30	4	ἤγειρεν	ἤγειρε(ν)	ἐγείρω	V-	3AAI-S--
Acts 13:30	5	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:30	6	ἐκ	ἐκ	ἐκ	P-	--------
Acts 13:30	7	νεκρῶν	νεκρῶν	νεκρός	A-	----GPM-
Acts 13:31	1	ὃς	ὅς	ὅς	RR	----NSM-
Acts 13:31	2	ὤφθη	ὤφθη	ὁράω	V-	3API-S--
Acts 13:31	3	ἐπὶ	ἐπί	ἐπί	P-	--------
Acts 13:31	4	ἡμέρας	ἡμέρας	ἡμέρα	N-	----APF-
Acts 13:31	5	πλείους	πλείους	πολύς	A-	----APFC
Acts 13:31	6	τοῖς	τοῖς	ὁ	RA	----DPM-
Acts 13:31	7	συναναβᾶσιν	συναναβᾶσι(ν)	συναναβαίνω	V-	-AAPDPM-
Acts 13:31	8	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Acts 13:31	9	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:31	10	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:31	11	Γαλιλαίας	Γαλιλαίας	Γαλιλαία	N-	----GSF-
Acts 13:31	12	εἰς	εἰς	εἰς	P-	--------
Acts 13:31	13	Ἰερουσαλήμ	Ἰερουσαλήμ	Ἰερουσαλήμ	N-	----ASF-
Acts 13:31	14	οἵτινες	οἵτινες	ὅστις	RR	----NPM-
Acts 13:31	15	νῦν	νῦν	νῦν	D-	--------
Acts 13:31	16	εἰσὶ	εἰσί(ν)	εἰμί	V-	3PAI-P--
Acts 13:31	17	μάρτυρες	μάρτυρες	μάρτυς	N-	----NPM-
Acts 13:31	18	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Acts 13:31	19	πρὸς	πρός	πρός	P-	--------
Acts 13:31	20	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:31	21	λαόν	λαόν	λαός	N-	----ASM-
Acts 13:32	1	καὶ	καί	καί	C-	--------
Acts 13:32	2	ἡμεῖς	ἡμεῖς	ἐγώ	RP	----NP--
Acts 13:32	3	ὑμᾶς	ὑμᾶς	σύ	RP	----AP--
Acts 13:32	4	εὐαγγελιζόμεθα	εὐαγγελιζόμεθα	εὐαγγελίζω	V-	1PMI-P--
Acts 13:32	5	τὴν	τήν	ὁ	RA	----ASF-
Acts 13:32	6	πρὸς	πρός	πρός	P-	--------
Acts 13:32	7	τοὺς	τούς	ὁ	RA	----APM-
Acts 13:32	8	πατέρας	πατέρας	πατήρ	N-	----APM-
Acts 13:32	9	ἐπαγγελίαν	ἐπαγγελίαν	ἐπαγγελία	N-	----ASF-
Acts 13:32	10	γενομένην	γενομένην	γίνομαι	V-	-AMPASF-
Acts 13:33	1	ὅτι	ὅτι	ὅτι	C-	--------
Acts 13:33	2	ταύτην	ταύτην	οὗτος	RD	----ASF-
Acts 13:33	3	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:33	4	θεὸς	θεός	θεός	N-	----NSM-
Acts 13:33	5	ἐκπεπλήρωκεν	ἐκπεπλήρωκε(ν)	ἐκπληρόω	V-	3XAI-S--
Acts 13:33	6	τοῖς	τοῖς	ὁ	RA	----DPN-
Acts 13:33	7	τέκνοις	τέκνοις	τέκνον	N-	----DPN-
Acts 13:33	8	ἡμῶν	ἡμῶν	ἐγώ	RP	----GP--
Acts 13:33	9	ἀναστήσας	ἀναστήσας	ἀνίστημι	V-	-AAPNSM-
Acts 13:33	10	Ἰησοῦν	Ἰησοῦν	Ἰησοῦς	N-	----ASM-
Acts 13:33	11	ὡς	ὡς	ὡς	C-	--------
Acts 13:33	12	καὶ	καί	καί	D-	--------
Acts 13:33	13	ἐν	ἐν	ἐν	P-	--------
Acts 13:33	14	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:33	15	ψαλμῷ	ψαλμῷ	ψαλμός	N-	----DSM-
Acts 13:33	16	γέγραπται	γέγραπται	γράφω	V-	3XPI-S--
Acts 13:33	17	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:33	18	δευτέρῳ	δευτέρῳ	δεύτερος	A-	----DSM-
Acts 13:33	19	Υἱός	υἱός	υἱός	N-	----NSM-
Acts 13:33	20	μου	μου	ἐγώ	RP	----GS--
Acts 13:33	21	εἶ	εἶ	εἰμί	V-	2PAI-S--
Acts 13:33	22	σύ	σύ	σύ	RP	----NS--
Acts 13:33	23	ἐγὼ	ἐγώ	ἐγώ	RP	----NS--
Acts 13:33	24	σήμερον	σήμερον	σήμερον	D-	--------
Acts 13:33	25	γεγέννηκά	γεγέννηκα	γεννάω	V-	1XAI-S--
Acts 13:33	26	σε	σε	σύ	RP	----AS--
Acts 13:34	1	ὅτι	ὅτι	ὅτι	C-	--------
Acts 13:34	2	δὲ	δέ	δέ	C-	--------
Acts 13:34	3	ἀνέστησεν	ἀνέστησε(ν)	ἀνίστημι	V-	3AAI-S--
Acts 13:34	4	αὐτὸν	αὐτόν	αὐτός	RP	----ASM-
Acts 13:34	5	ἐκ	ἐκ	ἐκ	P-	--------
Acts 13:34	6	νεκρῶν	νεκρῶν	νεκρός	A-	----GPM-
Acts 13:34	7	μηκέτι	μηκέτι	μηκέτι	D-	--------
Acts 13:34	8	μέλλοντα	μέλλοντα	μέλλω	V-	-PAPASM-
Acts 13:34	9	ὑποστρέφειν	ὑποστρέφειν	ὑποστρέφω	V-	-PAN----
Acts 13:34	10	εἰς	εἰς	εἰς	P-	--------
Acts 13:34	11	διαφθοράν	διαφθοράν	διαφθορά	N-	----ASF-
Acts 13:34	12	οὕτως	οὕτω(ς)	οὕτω(ς)	D-	--------
Acts 13:34	13	εἴρηκεν	εἴρηκε(ν)	λέγω	V-	3XAI-S--
Acts 13:34	14	ὅτι	ὅτι	ὅτι	C-	--------
Acts 13:34	15	Δώσω	δώσω	δίδωμι	V-	1FAI-S--
Acts 13:34	16	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:34	17	τὰ	τά	ὁ	RA	----APN-
Acts 13:34	18	ὅσια	ὅσια	ὅσιος	A-	----APN-
Acts 13:34	19	Δαυὶδ	Δαυίδ	Δαυίδ	N-	----GSM-
Acts 13:34	20	τὰ	τά	ὁ	RA	----APN-
Acts 13:34	21	πιστά	πιστά	πιστός	A-	----APN-
Acts 13:35	1	διότι	διότι	διότι	C-	--------
Acts 13:35	2	καὶ	καί	καί	D-	--------
Acts 13:35	3	ἐν	ἐν	ἐν	P-	--------
Acts 13:35	4	ἑτέρῳ	ἑτέρῳ	ἕτερος	A-	----DSM-
Acts 13:35	5	λέγει	λέγει	λέγω	V-	3PAI-S--
Acts 13:35	6	Οὐ	οὐ	οὐ	D-	--------
Acts 13:35	7	δώσεις	δώσεις	δίδωμι	V-	2FAI-S--
Acts 13:35	8	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:35	9	ὅσιόν	ὅσιον	ὅσιος	A-	----ASM-
Acts 13:35	10	σου	σου	σύ	RP	----GS--
Acts 13:35	11	ἰδεῖν	ἰδεῖν	ὁράω	V-	-AAN----
Acts 13:35	12	διαφθοράν	διαφθοράν	διαφθορά	N-	----ASF-
Acts 13:36	1	Δαυὶδ	Δαυίδ	Δαυίδ	N-	----NSM-
Acts 13:36	2	μὲν	μέν	μέν	C-	--------
Acts 13:36	3	γὰρ	γάρ	γάρ	C-	--------
Acts 13:36	4	ἰδίᾳ	ἰδίᾳ	ἴδιος	A-	----DSF-
Acts 13:36	5	γενεᾷ	γενεᾷ	γενεά	N-	----DSF-
Acts 13:36	6	ὑπηρετήσας	ὑπηρετήσας	ὑπηρετέω	V-	-AAPNSM-
Acts 13:36	7	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:36	8	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:36	9	θεοῦ	θεοῦ	θεός	N-	----GSM-
Acts 13:36	10	βουλῇ	βουλῇ	βουλή	N-	----DSF-
Acts 13:36	11	ἐκοιμήθη	ἐκοιμήθη	κοιμάομαι	V-	3API-S--
Acts 13:36	12	καὶ	καί	καί	C-	--------
Acts 13:36	13	προσετέθη	προσετέθη	προστίθημι	V-	3API-S--
Acts 13:36	14	πρὸς	πρός	πρός	P-	--------
Acts 13:36	15	τοὺς	τούς	ὁ	RA	----APM-
Acts 13:36	16	πατέρας	πατέρας	πατήρ	N-	----APM-
Acts 13:36	17	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Acts 13:36	18	καὶ	καί	καί	C-	--------
Acts 13:36	19	εἶδεν	εἶδε(ν)	ὁράω	V-	3AAI-S--
Acts 13:36	20	διαφθοράν	διαφθοράν	διαφθορά	N-	----ASF-
Acts 13:37	1	ὃν	ὅν	ὅς	RR	----ASM-
Acts 13:37	2	δὲ	δέ	δέ	C-	--------
Acts 13:37	3	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:37	4	θεὸς	θεός	θεός	N-	----NSM-
Acts 13:37	5	ἤγειρεν	ἤγειρε(ν)	ἐγείρω	V-	3AAI-S--
Acts 13:37	6	οὐκ	οὐ	οὐ	D-	--------
Acts 13:37	7	εἶδεν	εἶδε(ν)	ὁράω	V-	3AAI-S--
Acts 13:37	8	διαφθοράν	διαφθοράν	διαφθορά	N-	----ASF-
Acts 13:38	1	γνωστὸν	γνωστόν	γνωστός	A-	----NSN-
Acts 13:38	2	οὖν	οὖν	οὖν	C-	--------
Acts 13:38	3	ἔστω	ἔστω	εἰμί	V-	3PAD-S--
Acts 13:38	4	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:38	5	ἄνδρες	ἄνδρες	ἀνήρ	N-	----VPM-
Acts 13:38	6	ἀδελφοί	ἀδελφοί	ἀδελφός	N-	----VPM-
Acts 13:38	7	ὅτι	ὅτι	ὅτι	C-	--------
Acts 13:38	8	διὰ	διά	διά	P-	--------
Acts 13:38	9	τούτου	τούτου	οὗτος	RD	----GSM-
Acts 13:38	10	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:38	11	ἄφεσις	ἄφεσις	ἄφεσις	N-	----NSF-
Acts 13:38	12	ἁμαρτιῶν	ἁμαρτιῶν	ἁμαρτία	N-	----GPF-
Acts 13:38	13	καταγγέλλεται	καταγγέλλεται	καταγγέλλω	V-	3PPI-S--
Acts 13:38	14	καὶ	καί	καί	C-	--------
Acts 13:38	15	ἀπὸ	ἀπό	ἀπό	P-	--------
Acts 13:38	16	πάντων	πάντων	πᾶς	A-	----GPN-
Acts 13:38	17	ὧν	ὧν	ὅς	RR	----GPN-
Acts 13:38	18	οὐκ	οὐ	οὐ	D-	--------
Acts 13:38	19	ἠδυνήθητε	ἠδυνήθητε	δύναμαι	V-	2API-P--
Acts 13:38	20	ἐν	ἐν	ἐν	P-	--------
Acts 13:38	21	νόμῳ	νόμῳ	νόμος	N-	----DSM-
Acts 13:38	22	Μωϋσέως	Μωϋσέως	Μωϋσῆς	N-	----GSM-
Acts 13:38	23	δικαιωθῆναι	δικαιωθῆναι	δικαιόω	V-	-APN----
Acts 13:39	1	ἐν	ἐν	ἐν	P-	--------
Acts 13:39	2	τούτῳ	τούτῳ	οὗτος	RD	----DSM-
Acts 13:39	3	πᾶς	πᾶς	πᾶς	A-	----NSM-
Acts 13:39	4	ὁ	ὁ	ὁ	RA	----NSM-
Acts 13:39	5	πιστεύων	πιστεύων	πιστεύω	V-	-PAPNSM-
Acts 13:39	6	δικαιοῦται	δικαιοῦται	δικαιόω	V-	3PPI-S--
Acts 13:40	1	βλέπετε	βλέπετε	βλέπω	V-	2PAD-P--
Acts 13:40	2	οὖν	οὖν	οὖν	C-	--------
Acts 13:40	3	μὴ	μή	μή	C-	--------
Acts 13:40	4	ἐπέλθῃ	ἐπέλθῃ	ἐπέρχομαι	V-	3AAS-S--
Acts 13:40	5	τὸ	τό	ὁ	RA	----NSN-
Acts 13:40	6	εἰρημένον	εἰρημένον	λέγω	V-	-XPPNSN-
Acts 13:40	7	ἐν	ἐν	ἐν	P-	--------
Acts 13:40	8	τοῖς	τοῖς	ὁ	RA	----DPM-
Acts 13:40	9	προφήταις	προφήταις	προφήτης	N-	----DPM-
Acts 13:41	1	Ἴδετε	ἴδετε	ὁράω	V-	2AAD-P--
Acts 13:41	2	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:41	3	καταφρονηταί	καταφρονηταί	καταφρονητής	N-	----NPM-
Acts 13:41	4	καὶ	καί	καί	C-	--------
Acts 13:41	5	θαυμάσατε	θαυμάσατε	θαυμάζω	V-	2AAD-P--
Acts 13:41	6	καὶ	καί	καί	C-	--------
Acts 13:41	7	ἀφανίσθητε	ἀφανίσθητε	ἀφανίζω	V-	2APD-P--
Acts 13:41	8	ὅτι	ὅτι	ὅτι	C-	--------
Acts 13:41	9	ἔργον	ἔργον	ἔργον	N-	----ASN-
Acts 13:41	10	ἐργάζομαι	ἐργάζομαι	ἐργάζομαι	V-	1PMI-S--
Acts 13:41	11	ἐγὼ	ἐγώ	ἐγώ	RP	----NS--
Acts 13:41	12	ἐν	ἐν	ἐν	P-	--------
Acts 13:41	13	ταῖς	ταῖς	ὁ	RA	----DPF-
Acts 13:41	14	ἡμέραις	ἡμέραις	ἡμέρα	N-	----DPF-
Acts 13:41	15	ὑμῶν	ὑμῶν	σύ	RP	----GP--
Acts 13:41	16	ἔργον	ἔργον	ἔργον	N-	----ASN-
Acts 13:41	17	ὃ	ὅ	ὅς	RR	----ASN-
Acts 13:41	18	οὐ	οὐ	οὐ	D-	--------
Acts 13:41	19	μὴ	μή	μή	D-	--------
Acts 13:41	20	πιστεύσητε	πιστεύσητε	πιστεύω	V-	2AAS-P--
Acts 13:41	21	ἐάν	ἐάν	ἐάν	C-	--------
Acts 13:41	22	τις	τὶς	τις	RI	----NSM-
Acts 13:41	23	ἐκδιηγῆται	ἐκδιηγῆται	ἐκδιηγέομαι	V-	3PMS-S--
Acts 13:41	24	ὑμῖν	ὑμῖν	σύ	RP	----DP--
Acts 13:42	1	Ἐξιόντων	ἐξιόντων	ἔξειμι	V-	-PAPGPM-
Acts 13:42	2	δὲ	δέ	δέ	C-	--------
Acts 13:42	3	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Acts 13:42	4	παρεκάλουν	παρεκάλουν	παρακαλέω	V-	3IAI-P--
Acts 13:42	5	εἰς	εἰς	εἰς	P-	--------
Acts 13:42	6	τὸ	τό	ὁ	RA	----ASN-
Acts 13:42	7	μεταξὺ	μεταξύ	μεταξύ	D-	--------
Acts 13:42	8	σάββατον	σάββατον	σάββατον	N-	----ASN-
Acts 13:42	9	λαληθῆναι	λαληθῆναι	λαλέω	V-	-APN----
Acts 13:42	10	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Acts 13:42	11	τὰ	τά	ὁ	RA	----APN-
Acts 13:42	12	ῥήματα	ῥήματα	ῥῆμα	N-	----APN-
Acts 13:42	13	ταῦτα	ταῦτα	οὗτος	RD	----APN-
Acts 13:43	1	λυθείσης	λυθείσης	λύω	V-	-APPGSF-
Acts 13:43	2	δὲ	δέ	δέ	C-	--------
Acts 13:43	3	τῆς	τῆς	ὁ	RA	----GSF-
Acts 13:43	4	συναγωγῆς	συναγωγῆς	συναγωγή	N-	----GSF-
Acts 13:43	5	ἠκολούθησαν	ἠκολούθησαν	ἀκολουθέω	V-	3AAI-P--
Acts 13:43	6	πολλοὶ	πολλοί	πολύς	A-	----NPM-
Acts 13:43	7	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:43	8	Ἰουδαίων	Ἰουδαίων	Ἰουδαῖος	A-	----GPM-
Acts 13:43	9	καὶ	καί	καί	C-	--------
Acts 13:43	10	τῶν	τῶν	ὁ	RA	----GPM-
Acts 13:43	11	σεβομένων	σεβομένων	σέβομαι	V-	-PMPGPM-
Acts 13:43	12	προσηλύτων	προσηλύτων	προσήλυτος	N-	----GPM-
Acts 13:43	13	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:43	14	Παύλῳ	Παύλῳ	Παῦλος	N-	----DSM-
Acts 13:43	15	καὶ	καί	καί	C-	--------
Acts 13:43	16	τῷ	τῷ	ὁ	RA	----DSM-
Acts 13:43	17	Βαρναβᾷ	Βαρναβᾷ	Βαρναβᾶς	N-	----DSM-
Acts 13:43	18	οἵτινες	οἵτινες	ὅστις	RR	----NPM-
Acts 13:43	19	προσλαλοῦντες	προσλαλοῦντες	προσλαλέω	V-	-PAPNPM-
Acts 13:43	20	αὐτοῖς	αὐτοῖς	αὐτός	RP	----DPM-
Acts 13:43	21	ἔπειθον	ἔπειθον	πείθω	V-	3IAI-P--
Acts 13:43	22	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Acts 13:43	23	προσμένειν	προσμένειν	προσμένω	V-	-PAN----
Acts 13:43	24	τῇ	τῇ	ὁ	RA	----DSF-
Acts 13:43	25	χάριτι	χάριτι	χάρις	N-	----DSF-
Acts 13:43	26	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:43	27	θεοῦ	θεοῦ	θεός	N-	----GSM-
Acts 13:44	1	Τῷ	τῷ	ὁ	RA	----DSN-
Acts 13:44	2	δὲ	δέ	δέ	C-	--------
Acts 13:44	3	ἐρχομένῳ	ἐρχομένῳ	ἔρχομαι	V-	-PMPDSN-
Acts 13:44	4	σαββάτῳ	σαββάτῳ	σάββατον	N-	----DSN-
Acts 13:44	5	σχεδὸν	σχεδόν	σχεδόν	D-	--------
Acts 13:44	6	πᾶσα	πᾶσα	πᾶς	A-	----NSF-
Acts 13:44	7	ἡ	ἡ	ὁ	RA	----NSF-
Acts 13:44	8	πόλις	πόλις	πόλις	N-	----NSF-
Acts 13:44	9	συνήχθη	συνήχθη	συνάγω	V-	3API-S--
Acts 13:44	10	ἀκοῦσαι	ἀκοῦσαι	ἀκούω	V-	-AAN----
Acts 13:44	11	τὸν	τόν	ὁ	RA	----ASM-
Acts 13:44	12	λόγον	λόγον	λόγος	N-	----ASM-
Acts 13:44	13	τοῦ	τοῦ	ὁ	RA	----GSM-
Acts 13:44	14	κυρίου	κυρίου	κύριος	N-	----GSM-
Acts 13:45	1	ἰδόντες	ἰδόντες	ὁράω	V-	-AAPNPM-
Acts 13:45	2	δὲ	δέ	δέ	C-	--------
Acts 13:45	3	οἱ	οἱ	ὁ	RA	----NPM-
Acts 13:45	4	Ἰουδαῖοι	Ἰουδαῖοι	Ἰουδαῖος	A-	----NPM-
