reference	n	greek	transliteration	parsing	strongs	english
Acts 1:12	16	ὁδόν	odon	N-ASF	G3598	journey
Acts 1:13	1	Καὶ	kai	CONJ	G2532	-
Acts 1:13	2	ὅτε	ote	ADV	G3753	When
Acts 1:13	3	εἰσῆλθον	eishlqon	V-2AAI-3P	G1525	they arrived
Acts 1:13	4	ἀνέβησαν	anebhsan	V-2AAI-3P	G0305	they went
Acts 1:13	5	εἰς	eiv	PREP	G1519	to
Acts 1:13	6	τὸ	to	T-ASN	G3588	the
Acts 1:13	7	ὑπερῷον	uperwon	N-ASN	G5253	upper room
Acts 1:13	8	οὗ	ou	ADV	G3757	where
Acts 1:13	9	ἦσαν	hsan	V-IAI-3P	G1510	they were
Acts 1:13	10	καταμένοντες	katamenontev	V-PAP-NPM	G2650	staying
Acts 1:13	11	ὅ	o	T-NSM	G3588	-
Acts 1:13	12	τε	te	PRT	G5037	-
Acts 1:13	13	Πέτρος	petrov	N-NSM	G4074	Peter
Acts 1:13	14	καὶ	kai	CONJ	G2532	and
Acts 1:13	15	Ἰάκωβος	iakwbov	N-NSM	G2385	James
Acts 1:13	16	καὶ	kai	CONJ	G2532	-
Acts 1:13	17	Ἰωάννης	iwannhv	N-NSM	G2491	John
Acts 1:13	18	καὶ	kai	CONJ	G2532	and
Acts 1:13	19	Ἀνδρέας	andreav	N-NSM	G0406	Andrew
Acts 1:13	20	Φίλιππος	filippov	N-NSM	G5376	Philip
Acts 1:13	21	καὶ	kai	CONJ	G2532	and
Acts 1:13	22	Θωμᾶς	qwmav	N-NSM	G2381	Thomas
Acts 1:13	23	Βαρθολομαῖος	barqolomaiov	N-NSM	G0918	Bartholomew
Acts 1:13	24	καὶ	kai	CONJ	G2532	and
Acts 1:13	25	Ματθαῖος	matqaiov	N-NSM	G3156	Matthew
Acts 1:13	26	Ἰάκωβος	iakwbov	N-NSM	G2385	James [son]
Acts 1:13	27	Ἀλφαίου	alfaiou	N-GSM	G0256	of Alphaeus
Acts 1:13	28	καὶ	kai	CONJ	G2532	-
Acts 1:13	29	Σίμων	simwn	N-NSM	G4613	Simon
Acts 1:13	30	ὁ	o	T-NSM	G3588	the
Acts 1:13	31	Ζηλωτής	zhlwthv	N-NSM	G2207	Zealot
Acts 1:13	32	καὶ	kai	CONJ	G2532	and
Acts 1:13	33	Ἰούδας	ioudav	N-NSM	G2455	Judas [son]
Acts 1:13	34	Ἰακώβου	iakwbou	N-GSM	G2385	of James
Acts 1:14	1	Οὗτοι	outoi	D-NPM	G3778	they
Acts 1:14	2	πάντες	pantev	A-NPM	G3956	all
Acts 1:14	3	ἦσαν	hsan	V-IAI-3P	G1510	-
Acts 1:14	4	προσκαρτεροῦντες	proskarterountev	V-PAP-NPM	G4342	continued
Acts 1:14	5	ὁμοθυμαδὸν	omoqumadon	ADV	G3661	With one accord
Acts 1:14	6	τῇ	th	T-DSF	G3588	-
Acts 1:14	7	προσευχῇ	proseuch	N-DSF	G4335	in prayer
Acts 1:14	8	καὶ	kai	CONJ	G2532	and
Acts 1:14	9	τῇ	th	T-DSF	G3588	-
Acts 1:14	10	δεήσει	dehsei	N-DSF	G1162	petition
Acts 1:14	11	σὺν	sun	PREP	G4862	along with
Acts 1:14	12	γυναιξὶν	gunaixin	N-DPF	G1135	[the] women
Acts 1:14	13	καὶ	kai	CONJ	G2532	and
Acts 1:14	14	Μαρίᾳ	maria	N-DSF	G3137	Mary
Acts 1:14	15	τῇ	th	T-DSF	G3588	the
Acts 1:14	16	μητρὶ	mhtri	N-DSF	G3384	mother
Acts 1:14	17	τοῦ	tou	T-GSM	G3588	-
Acts 1:14	18	Ἰησοῦ	ihsou	N-GSM	G2424	of Jesus
Acts 1:14	19	καὶ	kai	CONJ	G2532	and
Acts 1:14	20	σὺν	sun	PREP	G4862	with
Acts 1:14	21	τοῖς	toiv	T-DPM	G3588	-
Acts 1:14	22	ἀδελφοῖς	adelfoiv	N-DPM	G0080	brothers
Acts 1:14	23	αὐτοῦ	autou	P-GSM	G0846	His
Acts 1:15	1	Καὶ	kai	CONJ	G2532	-
Acts 1:15	2	ἐν	en	PREP	G1722	In
Acts 1:15	3	ταῖς	taiv	T-DPF	G3588	-
Acts 1:15	4	ἡμέραις	hmeraiv	N-DPF	G2250	days
Acts 1:15	5	ταύταις	tautaiv	D-DPF	G3778	those
Acts 1:15	6	ἀναστὰς	anastav	V-2AAP-NSM	G0450	stood up
Acts 1:15	7	Πέτρος	petrov	N-NSM	G4074	Peter
Acts 1:15	8	ἐν	en	PREP	G1722	vvv
Acts 1:15	9	μέσῳ	mesw	A-DSN	G3319	among
Acts 1:15	10	τῶν	twn	T-GPM	G3588	the
Acts 1:15	11	μαθητῶν	maqhtwn	N-GPM	G3101	disciples
Acts 1:15	12	εἶπεν	eipen	V-2AAI-3S	G3004	said
Acts 1:15	13	ἦν	hn	V-IAI-3S	G1510	-
Acts 1:15	14	τε	te	PRT	G5037	-
Acts 1:15	15	ὄχλος	oclov	N-NSM	G3793	-
Acts 1:15	16	ὀνομάτων	onomatwn	N-GPN	G3686	. . .
Acts 1:15	17	ἐπὶ	epi	PREP	G1909	( a gathering of
Acts 1:15	18	τὸ	to	T-ASN	G3588	[and]
Acts 1:15	19	αὐτὸ	auto	P-ASN	G0846	-
Acts 1:15	20	ὡς	wv	ADV	G5613	about
Acts 1:15	21	ἑκατὸν	ekaton	A-NUI	G1540	a hundred
Acts 1:15	22	εἴκοσι	eikosi	A-NUI	G1501	[and] twenty )
Acts 1:16	1	Ἄνδρες	andrev	N-VPM	G0435	vvv
Acts 1:16	2	ἀδελφοί	adelfoi	N-VPM	G0080	Brothers
Acts 1:16	3	ἔδει	edei	V-IAI-3S	G1163	had to
Acts 1:16	4	πληρωθῆναι	plhrwqhnai	V-APN	G4137	be fulfilled
Acts 1:16	5	τὴν	thn	T-ASF	G3588	-
Acts 1:16	6	γραφὴν	grafhn	N-ASF	G1124	Scripture
Acts 1:16	7	ταύτην	tauthn	D-ASF	G3778	this
Acts 1:16	8	ἣν	hn	R-ASF	G3739	that
Acts 1:16	9	προεῖπεν	proeipen	V-2AAI-3S	G4302	foretold
Acts 1:16	10	τὸ	to	T-NSN	G3588	the
Acts 1:16	11	πνεῦμα	pneuma	N-NSN	G4151	Spirit
Acts 1:16	12	τὸ	to	T-NSN	G3588	-
Acts 1:16	13	ἅγιον	agion	A-NSN	G0040	Holy
Acts 1:16	14	διὰ	dia	PREP	G1223	through
Acts 1:16	15	στόματος	stomatov	N-GSN	G4750	[the] mouth
Acts 1:16	16	Δαυὶδ	dauid	N-PRI	G1138	of David
Acts 1:16	17	περὶ	peri	PREP	G4012	concerning
Acts 1:16	18	Ἰούδα	iouda	N-GSM	G2455	Judas
Acts 1:16	19	τοῦ	tou	T-GSM	G3588	who
Acts 1:16	20	γενομένου	genomenou	V-2ADP-GSM	G1096	became
Acts 1:16	21	ὁδηγοῦ	odhgou	N-GSM	G3595	a guide
Acts 1:16	22	τοῖς	toiv	T-DPM	G3588	for those who
Acts 1:16	23	συλλαβοῦσιν	sullabousin	V-2AAP-DPM	G4815	arrested
Acts 1:16	24	τὸν	ton	T-ASM	G3588	
Acts 1:16	25	Ἰησοῦν	ihsoun	N-ASM	G2424	Jesus
Acts 1:17	1	Ὅτι	oti	CONJ	G3754	-
Acts 1:17	2	κατηριθμημένος	kathriqmhmenov	V-RPP-NSM	G2674	number
Acts 1:17	3	ἦν	hn	V-IAI-3S	G1510	He was
Acts 1:17	4	σὺν	sun	PREP	G4862	one of
Acts 1:17	5	ἡμῖν	hmin	P-1DP	G1473	our
Acts 1:17	6	καὶ	kai	CONJ	G2532	and
Acts 1:17	7	ἔλαχεν	elacen	V-2AAI-3S	G2975	shared
Acts 1:17	8	τὸν	ton	T-ASM	G3588	. . .
Acts 1:17	9	κλῆρον	klhron	N-ASM	G2819	. . .
Acts 1:17	10	τῆς	thv	T-GSF	G3588	-
Acts 1:17	11	διακονίας	diakoniav	N-GSF	G1248	ministry
Acts 1:17	12	ταύτης	tauthv	D-GSF	G3778	in this
Acts 1:18	1	Οὗτος	outov	D-NSM	G3778	[Judas]
Acts 1:18	2	μὲν	men	PRT	G3303	-
Acts 1:18	3	οὖν	oun	CONJ	G3767	Now
Acts 1:18	4	ἐκτήσατο	ekthsato	V-ADI-3S	G2932	bought
Acts 1:18	5	χωρίον	cwrion	N-ASN	G5564	a field
Acts 1:18	6	ἐκ	ek	PREP	G1537	with
Acts 1:18	7	μισθοῦ	misqou	N-GSM	G3408	[the] reward
Acts 1:18	8	τῆς	thv	T-GSF	G3588	for [his]
Acts 1:18	9	ἀδικίας	adikiav	N-GSF	G0093	wickedness
Acts 1:18	10	καὶ	kai	CONJ	G2532	[there]
Acts 1:18	11	πρηνὴς	prhnhv	A-NSM	G4248	headlong
Acts 1:18	12	γενόμενος	genomenov	V-2ADP-NSM	G1096	he fell
Acts 1:18	13	ἐλάκησεν	elakhsen	V-AAI-3S	G2997	and burst open
Acts 1:18	14	μέσος	mesov	A-NSM	G3319	in [the] middle
Acts 1:18	15	καὶ	kai	CONJ	G2532	and
Acts 1:18	16	ἐξεχύθη	execuqh	V-API-3S	G1632	spilled out
Acts 1:18	17	πάντα	panta	A-NPN	G3956	all
Acts 1:18	18	τὰ	ta	T-NPN	G3588	-
Acts 1:18	19	σπλάγχνα	splagcna	N-NPN	G4698	intestines
Acts 1:18	20	αὐτοῦ	autou	P-GSM	G0846	his
Acts 1:19	1	Καὶ	kai	CONJ	G2532	-
Acts 1:19	2	γνωστὸν	gnwston	A-NSN	G1110	known
Acts 1:19	3	ἐγένετο	egeneto	V-2ADI-3S	G1096	[This] became
Acts 1:19	4	πᾶσιν	pasin	A-DPM	G3956	to all
Acts 1:19	5	τοῖς	toiv	T-DPM	G3588	-
Acts 1:19	6	κατοικοῦσιν	katoikousin	V-PAP-DPM	G2730	who lived
Acts 1:19	7	Ἱερουσαλήμ	ierousalhm	N-PRI	G2419	in Jerusalem
Acts 1:19	8	ὥστε	wste	CONJ	G5620	so
Acts 1:19	9	κληθῆναι	klhqhnai	V-APN	G2564	they called
Acts 1:19	10	τὸ	to	T-ASN	G3588	-
Acts 1:19	11	χωρίον	cwrion	N-ASN	G5564	field
Acts 1:19	12	ἐκεῖνο	ekeino	D-ASN	G1565	that
Acts 1:19	13	τῇ	th	T-DSF	G3588	in
Acts 1:19	14	ἰδίᾳ	idia	A-DSF	G2398	own
Acts 1:19	15	διαλέκτῳ	dialektw	N-DSF	G1258	language
Acts 1:19	16	αὐτῶν	autwn	P-GPM	G0846	their
Acts 1:19	17	Ἀκελδαμά	akeldama	N-PRI	G0184	Akeldama
Acts 1:19	18	τοῦτ'	tout	D-NSN	G3778	that
Acts 1:19	19	ἔστιν	estin	V-PAI-3S	G1510	is
Acts 1:19	20	χωρίον	cwrion	N-ASN	G5564	Field
Acts 1:19	21	αἵματος	aimatov	N-GSN	G0129	of Blood
Acts 1:20	1	Γέγραπται	gegraptai	V-RPI-3S	G1125	it is written
Acts 1:20	2	γὰρ	gar	CONJ	G1063	For
Acts 1:20	3	ἐν	en	PREP	G1722	in
Acts 1:20	4	βίβλῳ	biblw	N-DSF	G0976	[the] book
Acts 1:20	5	Ψαλμῶν	yalmwn	N-GPM	G5568	of Psalms
Acts 1:20	6	Γενηθήτω	genhqhtw	V-AOM-3S	G1096	be
Acts 1:20	7	ἡ	h	T-NSF	G3588	-
Acts 1:20	8	ἔπαυλις	epauliv	N-NSF	G1886	place
Acts 1:20	9	αὐτοῦ	autou	P-GSM	G0846	{May} his
Acts 1:20	10	ἔρημος	erhmov	A-NSF	G2048	deserted
Acts 1:20	11	καὶ	kai	CONJ	G2532	-
Acts 1:20	12	μὴ	mh	PRT-N	G3361	no
Acts 1:20	13	ἔστω	estw	V-PAM-3S	G1510	let there be
Acts 1:20	14	ὁ	o	T-NSM	G3588	[one]
Acts 1:20	15	κατοικῶν	katoikwn	V-PAP-NSM	G2730	to dwell
Acts 1:20	16	ἐν	en	PREP	G1722	in
Acts 1:20	17	αὐτῇ	auth	P-DSF	G0846	it
Acts 1:20	18	καί	kai	CONJ	G2532	and
Acts 1:20	19	Τὴν	thn	T-ASF	G3588	-
Acts 1:20	20	ἐπισκοπὴν	episkophn	N-ASF	G1984	position
Acts 1:20	21	αὐτοῦ	autou	P-GSM	G0846	his
Acts 1:20	22	λάβοι	laboi	V-2AAO-3S	G2983	take
Acts 1:20	23	ἕτερος	eterov	A-NSM	G2087	{May} another
Acts 1:21	1	Δεῖ	dei	V-PAI-3S	G1163	it is necessary [to choose]
Acts 1:21	2	οὖν	oun	CONJ	G3767	Therefore
Acts 1:21	3	τῶν	twn	T-GPM	G3588	one of the
Acts 1:21	4	συνελθόντων	sunelqontwn	V-2AAP-GPM	G4905	who have accompanied
Acts 1:21	5	ἡμῖν	hmin	P-1DP	G1473	us
Acts 1:21	6	ἀνδρῶν	andrwn	N-GPM	G0435	men
Acts 1:21	7	ἐν	en	PREP	G1722	vvv
Acts 1:21	8	παντὶ	panti	A-DSM	G3956	[the] whole
Acts 1:21	9	χρόνῳ	cronw	N-DSM	G5550	time
Acts 1:21	10	ἐν	en	PREP	G1722	
Acts 1:21	11	ᾧ	w	R-DSM	G3739	-
Acts 1:21	12	εἰσῆλθεν	eishlqen	V-2AAI-3S	G1525	went in
Acts 1:21	13	καὶ	kai	CONJ	G2532	and
Acts 1:21	14	ἐξῆλθεν	exhlqen	V-2AAI-3S	G1831	out
Acts 1:21	15	ἐφ'	ef	PREP	G1909	among
Acts 1:21	16	ἡμᾶς	hmav	P-1AP	G1473	us
Acts 1:21	17	ὁ	o	T-NSM	G3588	the
Acts 1:21	18	κύριος	kuriov	N-NSM	G2962	Lord
Acts 1:21	19	Ἰησοῦς	ihsouv	N-NSM	G2424	Jesus
Acts 1:22	1	ἀρξάμενος	arxamenov	V-AMP-NSM	G0756	beginning
Acts 1:22	2	ἀπὸ	apo	PREP	G0575	from
Acts 1:22	3	τοῦ	tou	T-GSN	G3588	-
Acts 1:22	4	βαπτίσματος	baptismatov	N-GSN	G0908	baptism
Acts 1:22	5	Ἰωάννου	iwannou	N-GSM	G2491	John’s
Acts 1:22	6	ἕως	ewv	ADV	G2193	until
Acts 1:22	7	τῆς	thv	T-GSF	G3588	the
Acts 1:22	8	ἡμέρας	hmerav	N-GSF	G2250	day
Acts 1:22	9	ἧς	hv	R-GSF	G3739	-
Acts 1:22	10	ἀνελήφθη	anelhfqh	V-API-3S	G0353	[Jesus] was taken up
Acts 1:22	11	ἀφ'	af	PREP	G0575	from
Acts 1:22	12	ἡμῶν	hmwn	P-1GP	G1473	us
Acts 1:22	13	μάρτυρα	martura	N-ASM	G3144	a witness
Acts 1:22	14	τῆς	thv	T-GSF	G3588	of
Acts 1:22	15	ἀναστάσεως	anastasewv	N-GSF	G0386	resurrection
Acts 1:22	16	αὐτοῦ	autou	P-GSM	G0846	His
Acts 1:22	17	γενέσθαι	genesqai	V-2ADN	G1096	must become
Acts 1:22	18	σὺν	sun	PREP	G4862	with
Acts 1:22	19	ἡμῖν	hmin	P-1DP	G1473	us
Acts 1:22	20	ἕνα	ena	A-ASM	G1520	[For] one
Acts 1:22	21	τούτων	toutwn	D-GPM	G3778	of these
Acts 1:23	1	Καὶ	kai	CONJ	G2532	[So]
Acts 1:23	2	ἔστησαν	esthsan	V-AAI-3P	G2476	they proposed
Acts 1:23	3	δύο	duo	A-NUI	G1417	two [men]
Acts 1:23	4	Ἰωσὴφ	iwshf	N-PRI	G2501	Joseph
Acts 1:23	5	τὸν	ton	T-ASM	G3588	-
Acts 1:23	6	καλούμενον	kaloumenon	V-PPP-ASM	G2564	called
Acts 1:23	7	Βαρσαβᾶν	barsaban	N-ASM	G0923	Barsabas
Acts 1:23	8	ὃς	ov	R-NSM	G3739	( -
Acts 1:23	9	ἐπεκλήθη	epeklhqh	V-API-3S	G1941	[also] known as
Acts 1:23	10	Ἰοῦστος	ioustov	N-NSM	G2459	Justus)
Acts 1:23	11	καὶ	kai	CONJ	G2532	and
Acts 1:23	12	Ματθίαν	matqian	N-ASM	G3159	Matthias
Acts 1:24	1	Καὶ	kai	CONJ	G2532	And
Acts 1:24	2	προσευξάμενοι	proseuxamenoi	V-ADP-NPM	G4336	they prayed
Acts 1:24	3	εἶπον	eipon	V-2AAI-3P	G3004	-
Acts 1:24	4	Σὺ	su	P-2NS	G4771	You
Acts 1:24	5	κύριε	kurie	N-VSM	G2962	Lord
Acts 1:24	6	καρδιογνῶστα	kardiognwsta	N-VSM	G2589	know everyone’s heart
Acts 1:24	7	πάντων	pantwn	A-GPM	G3956	. . .
Acts 1:24	8	ἀνάδειξον	anadeixon	V-AAM-2S	G0322	Show [us]
Acts 1:24	9	ὃν	on	R-ASM	G3739	which
Acts 1:24	10	ἐξελέξω	exelexw	V-AMI-2S	G1586	You have chosen
Acts 1:24	11	ἐκ	ek	PREP	G1537	of
Acts 1:24	12	τούτων	toutwn	D-GPM	G3778	these
Acts 1:24	13	τῶν	twn	T-GPM	G3588	-
Acts 1:24	14	δύο	duo	A-NUI	G1417	two
Acts 1:24	15	ἕνα	ena	A-ASM	G1520	. . .
Acts 1:25	1	λαβεῖν	labein	V-2AAN	G2983	to receive
Acts 1:25	2	τὸν	ton	T-ASM	G3588	. . .
Acts 1:25	3	κλῆρον	klhron	N-ASM	G2819	a portion
Acts 1:25	4	τῆς	thv	T-GSF	G3588	-
Acts 1:25	5	διακονίας	diakoniav	N-GSF	G1248	ministry
Acts 1:25	6	ταύτης	tauthv	D-GSF	G3778	in this
Acts 1:25	7	καὶ	kai	CONJ	G2532	and
Acts 1:25	8	ἀποστολῆς	apostolhv	N-GSF	G0651	apostleship
Acts 1:25	9	ἐξ	ex	PREP	G1537	-
Acts 1:25	10	ἧς	hv	R-GSF	G3739	that
Acts 1:25	11	παρέβη	parebh	V-2AAI-3S	G3845	abandoned
Acts 1:25	12	Ἰούδας	ioudav	N-NSM	G2455	Judas
Acts 1:25	13	πορευθῆναι	poreuqhnai	V-AON	G4198	to go
Acts 1:25	14	εἰς	eiv	PREP	G1519	to
Acts 1:25	15	τὸν	ton	T-ASM	G3588	his
Acts 1:25	16	τόπον	topon	N-ASM	G5117	place
Acts 1:25	17	τὸν	ton	T-ASM	G3588	-
Acts 1:25	18	ἴδιον	idion	A-ASM	G2398	[rightful]
Acts 1:26	1	Καὶ	kai	CONJ	G2532	Then
Acts 1:26	2	ἔδωκαν	edwkan	V-AAI-3P	G1325	they cast
Acts 1:26	3	κλήρους	klhrouv	N-APM	G2819	lots
Acts 1:26	4	αὐτῶν	autwn	P-GPM	G0846	. . .
Acts 1:26	5	καὶ	kai	CONJ	G2532	and
Acts 1:26	6	ἔπεσεν	epesen	V-2AAI-3S	G4098	fell
Acts 1:26	7	ὁ	o	T-NSM	G3588	the
Acts 1:26	8	κλῆρος	klhrov	N-NSM	G2819	lot
Acts 1:26	9	ἐπὶ	epi	PREP	G1909	to
Acts 1:26	10	Ματθίαν	matqian	N-ASM	G3159	Matthias
Acts 1:26	11	καὶ	kai	CONJ	G2532	[So]
Acts 1:26	12	συγκατεψηφίσθη	sugkateyhfisqh	V-API-3S	G4785	he was added
Acts 1:26	13	μετὰ	meta	PREP	G3326	to
Acts 1:26	14	τῶν	twn	T-GPM	G3588	the
Acts 1:26	15	ἕνδεκα	endeka	A-NUI	G1733	eleven
Acts 1:26	16	ἀποστόλων	apostolwn	N-GPM	G0652	apostles
Acts 2:1	1	Καὶ	kai	CONJ	G2532	-
Acts 2:1	2	ἐν	en	PREP	G1722	[When]
Acts 2:1	3	τῷ	tw	T-DSN	G3588	-
Acts 2:1	4	συμπληροῦσθαι	sumplhrousqai	V-PPN	G4845	came
Acts 2:1	5	τὴν	thn	T-ASF	G3588	the
Acts 2:1	6	ἡμέραν	hmeran	N-ASF	G2250	day
Acts 2:1	7	τῆς	thv	T-GSF	G3588	-
Acts 2:1	8	Πεντηκοστῆς	penthkosthv	N-GSF	G4005	of Pentecost
Acts 2:1	9	ἦσαν	hsan	V-IAI-3P	G1510	they were
Acts 2:1	10	ἅπαντες	apantev	A-NPM	G0537	all
Acts 2:1	11	ὁμοθυμαδὸν	omoqumadon	ADV	G3661	with one accord
Acts 2:1	12	ἐπὶ	epi	PREP	G1909	in
Acts 2:1	13	τὸ	to	T-ASN	G3588	-
Acts 2:1	14	αὐτό	auto	P-ASN	G0846	one [place]
Acts 2:2	1	Καὶ	kai	CONJ	G2532	-
Acts 2:2	2	ἐγένετο	egeneto	V-2ADI-3S	G1096	came
Acts 2:2	3	ἄφνω	afnw	ADV	G0869	Suddenly
Acts 2:2	4	ἐκ	ek	PREP	G1537	from
Acts 2:2	5	τοῦ	tou	T-GSM	G3588	-
Acts 2:2	6	οὐρανοῦ	ouranou	N-GSM	G3772	heaven
Acts 2:2	7	ἦχος	hcov	N-NSM	G2279	a sound
Acts 2:2	8	ὥσπερ	wsper	ADV	G5618	like
Acts 2:2	9	φερομένης	feromenhv	V-PPP-GSF	G5342	rushing
Acts 2:2	10	πνοῆς	pnohv	N-GSF	G4157	wind
Acts 2:2	11	βιαίας	biaiav	A-GSF	G0972	a mighty
Acts 2:2	12	καὶ	kai	CONJ	G2532	and
Acts 2:2	13	ἐπλήρωσεν	eplhrwsen	V-AAI-3S	G4137	filled
Acts 2:2	14	ὅλον	olon	A-ASM	G3650	whole
Acts 2:2	15	τὸν	ton	T-ASM	G3588	the
Acts 2:2	16	οἶκον	oikon	N-ASM	G3624	house
Acts 2:2	17	οὗ	ou	ADV	G3757	where
Acts 2:2	18	ἦσαν	hsan	V-IAI-3P	G1510	they were
Acts 2:2	19	καθήμενοι	kaqhmenoi	V-PNP-NPM	G2521	sitting
Acts 2:3	1	Καὶ	kai	CONJ	G2532	-
Acts 2:3	2	ὤφθησαν	wfqhsan	V-API-3P	G3708	saw
Acts 2:3	3	αὐτοῖς	autoiv	P-DPM	G0846	They
Acts 2:3	4	διαμεριζόμεναι	diamerizomenai	V-PEP-NPF	G1266	that separated
Acts 2:3	5	γλῶσσαι	glwssai	N-NPF	G1100	tongues
Acts 2:3	6	ὡσεὶ	wsei	ADV	G5616	like
Acts 2:3	7	πυρός	purov	N-GSN	G4442	flames of fire
Acts 2:3	8	ἐκάθισέν	ekaqisen	V-AAI-3S	G2523	came to rest
Acts 2:3	9	τε	te	PRT	G5037	and
Acts 2:3	10	ἐφ'	ef	PREP	G1909	on
Acts 2:3	11	ἕνα	ena	A-ASM	G1520	. . .
Acts 2:3	12	ἕκαστον	ekaston	A-ASM	G1538	each
Acts 2:3	13	αὐτῶν	autwn	P-GPM	G0846	of them
Acts 2:4	1	Καὶ	kai	CONJ	G2532	And
Acts 2:4	2	ἐπλήσθησαν	eplhsqhsan	V-API-3P	G4130	filled with
Acts 2:4	3	ἅπαντες	apantev	A-NPM	G0537	they {were} all
Acts 2:4	4	πνεύματος	pneumatov	N-GSN	G4151	Spirit
Acts 2:4	5	ἁγίου	agiou	A-GSN	G0040	[the] Holy
Acts 2:4	6	καὶ	kai	CONJ	G2532	and
Acts 2:4	7	ἤρξαντο	hrxanto	V-AMI-3P	G0756	began
Acts 2:4	8	λαλεῖν	lalein	V-PAN	G2980	to speak
Acts 2:4	9	ἑτέραις	eteraiv	A-DPF	G2087	in other
Acts 2:4	10	γλώσσαις	glwssaiv	N-DPF	G1100	tongues
Acts 2:4	11	καθὼς	kaqwv	ADV	G2531	as
Acts 2:4	12	τὸ	to	T-NSN	G3588	the
Acts 2:4	13	πνεῦμα	pneuma	N-NSN	G4151	Spirit
Acts 2:4	14	ἐδίδου	edidou	V-IAI-3S	G1325	enabled
Acts 2:4	15	αὐτοῖς	autoiv	P-DPM	G0846	them
Acts 2:4	16	ἀποφθέγγεσθαι	apofqeggesqai	V-PNN	G0669	. . .
Acts 2:5	1	Ἦσαν	hsan	V-IAI-3P	G1510	there were
Acts 2:5	2	δὲ	de	CONJ	G1161	Now
Acts 2:5	3	ἐν	en	PREP	G1722	in
Acts 2:5	4	Ἱερουσαλὴμ	ierousalhm	N-PRI	G2419	Jerusalem
Acts 2:5	5	κατοικοῦντες	katoikountev	V-PAP-NPM	G2730	dwelling
Acts 2:5	6	Ἰουδαῖοι	ioudaioi	A-NPM	G2453	Jews
Acts 2:5	7	ἄνδρες	andrev	N-NPM	G0435	. . .
Acts 2:5	8	εὐλαβεῖς	eulabeiv	A-NPM	G2126	God-fearing
Acts 2:5	9	ἀπὸ	apo	PREP	G0575	from
Acts 2:5	10	παντὸς	pantov	A-GSN	G3956	every
Acts 2:5	11	ἔθνους	eqnouv	N-GSN	G1484	nation
Acts 2:5	12	τῶν	twn	T-GPN	G3588	-
Acts 2:5	13	ὑπὸ	upo	PREP	G5259	under
Acts 2:5	14	τὸν	ton	T-ASM	G3588	-
Acts 2:5	15	οὐρανόν	ouranon	N-ASM	G3772	heaven
Acts 2:6	1	Γενομένης	genomenhv	V-2ADP-GSF	G1096	rang out
Acts 2:6	2	δὲ	de	CONJ	G1161	And [when]
Acts 2:6	3	τῆς	thv	T-GSF	G3588	-
Acts 2:6	4	φωνῆς	fwnhv	N-GSF	G5456	sound
Acts 2:6	5	ταύτης	tauthv	D-GSF	G3778	this
Acts 2:6	6	συνῆλθεν	sunhlqen	V-2AAI-3S	G4905	came together
Acts 2:6	7	τὸ	to	T-NSN	G3588	-
Acts 2:6	8	πλῆθος	plhqov	N-NSN	G4128	a crowd
Acts 2:6	9	καὶ	kai	CONJ	G2532	-
Acts 2:6	10	συνεχύθη	sunecuqh	V-API-3S	G4797	in bewilderment
Acts 2:6	11	ὅτι	oti	CONJ	G3754	because
Acts 2:6	12	ἤκουον	hkouon	V-IAI-3P	G0191	heard
Acts 2:6	13	εἷς	eiv	A-NSM	G1520	one
Acts 2:6	14	ἕκαστος	ekastov	A-NSM	G1538	each
Acts 2:6	15	τῇ	th	T-DSF	G3588	[his]
Acts 2:6	16	ἰδίᾳ	idia	A-DSF	G2398	own
Acts 2:6	17	διαλέκτῳ	dialektw	N-DSF	G1258	language
Acts 2:6	18	λαλούντων	lalountwn	V-PAP-GPM	G2980	speaking
Acts 2:6	19	αὐτῶν	autwn	P-GPM	G0846	them
Acts 2:7	1	Ἐξίσταντο	existanto	V-IMI-3P	G1839	Astounded
Acts 2:7	2	δὲ	de	CONJ	G1161	-
Acts 2:7	3	πάντες	pantev	A-NPM	G3956	
Acts 2:7	4	καὶ	kai	CONJ	G2532	and
Acts 2:7	5	ἐθαύμαζον	eqaumazon	V-IAI-3P	G2296	amazed
Acts 2:7	6	λέγοντες	legontev	V-PAP-NPM	G3004	they asked
Acts 2:7	7	πρὸς	prov	PREP	G4314	one another
Acts 2:7	8	ἀλλήλους	allhlouv	C-APM	G0240	
Acts 2:7	9	Οὐκ	ouk	PRT-N	G3756	not
Acts 2:7	10	ἰδοὺ	idou	V-2AMM-2S	G3708	-
Acts 2:7	11	πάντες	pantev	A-NPM	G3956	all
Acts 2:7	12	οὗτοί	outoi	D-NPM	G3778	these
Acts 2:7	13	εἰσιν	eisin	V-PAI-3P	G1510	Are
Acts 2:7	14	οἱ	oi	T-NPM	G3588	who
Acts 2:7	15	λαλοῦντες	lalountev	V-PAP-NPM	G2980	are speaking
Acts 2:7	16	Γαλιλαῖοι	galilaioi	N-NPM	G1057	Galileans
Acts 2:8	1	Καὶ	kai	CONJ	G2532	vvv
Acts 2:8	2	πῶς	pwv	ADV-I	G4459	How is it then that
Acts 2:8	3	ἡμεῖς	hmeiv	P-1NP	G1473	of us
Acts 2:8	4	ἀκούομεν	akouomen	V-PAI-1P	G0191	hears [them]
Acts 2:8	5	ἕκαστος	ekastov	A-NSM	G1538	each
Acts 2:8	6	τῇ	th	T-DSF	G3588	-
